item_id,forecast_start,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,num_masked_target_values,ND,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9]
,2017-02,961916.0574670996,5805.59578086343,6889.0,1148.1666666666667,2839.9385474860337,0.3407113501336529,1.0160360787565947,0.6343834688009277,0.0,0.8427341821546568,13.628454005346116,10450.072405554174,1.0,5805.59578086343,1.0,1161.1191561726857,1.0
,2017-03,945826.8636824,5752.541147606381,5764.0,960.6666666666666,2939.177777777778,0.32619900204174906,1.2357103542821053,0.7212172896287216,0.0,0.9980119964618982,13.047960081669961,10354.574065691484,1.0,5752.541147606381,1.0,1150.5082295212758,1.0
,2017-04,901437.4692392059,5623.12196850811,4756.0,792.6666666666666,3041.779005524862,0.30810489290941734,1.5643270833094973,0.8192029567944626,0.0,1.1823216922851365,12.324195716376694,10121.619543314597,1.0,5623.12196850811,1.0,1124.6243937016218,1.0
,2017-05,973050.3723089803,5829.4138371851905,3723.0,620.5,3072.543956043956,0.3162099506999857,1.9697581822029606,0.9382892818892531,0.0,1.5657840013927453,12.648398027999429,10492.94490693334,1.0,5829.4138371851905,1.0,1165.8827674370377,1.0
,2017-06,1186612.3326647598,6484.93211945525,2754.0,459.0,3071.562841530055,0.3518801586266138,2.5360493053970683,1.092078673043017,0.0,2.3547320695189726,14.07520634506455,11672.877815019452,1.0,6484.93211945525,1.0,1296.9864238910495,1.0
,2017-07,1438113.9410252569,7022.64680348769,2480.0,413.3333333333333,3061.0271739130435,0.3823687499050815,2.980324028312149,1.1664325157590778,0.0,2.831712420761165,15.294749996203262,12640.764246277844,1.0,7022.64680348769,1.0,1404.5293606975376,1.0
,2017-01,30489798.94098491,25299.587655295672,35710.0,5951.666666666667,2303.38202247191,1.830611640367051,0.5845887686044459,0.8992010955732183,0.0,0.7084734711648186,73.22446561468203,5059.9175310591345,0.0,25299.587655295672,0.0,45539.25777953221,0.0
,2017-02,30603707.985860232,25763.00355638614,35015.0,5835.833333333333,2292.5195530726255,1.8729759230665677,0.6652681058130296,0.9409224861822857,0.0,0.7357704856885946,74.91903692266271,6703.188102899933,0.16666666666666666,25763.00355638614,0.16666666666666666,44822.81900987235,0.16666666666666666
,2017-03,30007867.066094693,24745.10687649643,31776.0,5296.0,2280.5,1.8084562505661352,0.8798090408639664,0.9657920563637129,0.0,0.7787357400710105,72.33825002264541,8495.042620140055,0.3333333333333333,24745.10687649643,0.3333333333333333,40995.1711328528,0.3333333333333333
,2017-04,25252985.49645601,20688.66620618249,24869.0,4144.833333333333,2276.657458563536,1.5145497718129914,1.3812348627233544,0.9795245064217245,0.0,0.8319058348217656,60.58199087251965,10065.069434311556,0.5,20688.66620618249,0.5,31312.26297805343,0.5
,2017-05,5642110.873439536,11106.49000226351,12564.0,2094.0,2279.9835164835163,0.8118837937472875,1.9415762955339633,0.9513185492786939,0.0,0.883993155226322,32.4753517498915,10306.569625737951,0.6666666666666666,11106.49000226351,0.6666666666666666,11906.41037878907,0.6666666666666666
,2017-06,1470780.3519033606,7173.57231859372,5908.0,984.6666666666666,2295.2131147540986,0.5209082236184324,2.4400517599414475,0.9736039102853833,0.0,1.214213324067996,20.836328944737296,11464.627170588794,0.8333333333333334,7173.57231859372,0.8333333333333334,2882.517466598648,0.8333333333333334
,2017-07,1570392.4286730327,7458.852835916611,3323.0,553.8333333333334,2309.429347826087,0.538289746984306,3.055599865223666,1.13388640171561,0.0,2.244614154654412,21.53158987937224,13425.9351046499,1.0,7458.852835916611,1.0,1491.7705671833216,1.0
,2017-01,4804683.036762184,13082.84887533944,3321.0,553.5,442.9555555555556,4.9225589005691965,5.493733209831034,1.3634037226796292,0.0,3.939430555657766,196.90235602276786,23549.12797561099,1.0,13082.84887533944,1.0,2616.5697750678873,1.0
,2017-02,5536199.641674566,13911.077511902062,3355.0,559.1666666666666,449.42541436464086,5.158838028614956,5.808737840415159,1.3686168796250475,0.0,4.1463718366325075,206.3535211445982,25039.93952142371,1.0,13911.077511902062,1.0,2782.215502380411,1.0
,2017-03,6320861.139774919,14867.726033411218,3239.0,539.8333333333334,471.6043956043956,5.254307131141535,8.016944190985843,1.4080439595460905,0.0,4.590221066196733,210.1722852456614,26761.906860140196,1.0,14867.726033411218,1.0,2973.545206682243,1.0
,2017-04,6493862.584213083,15124.78614780962,2794.0,465.6666666666667,496.9672131147541,5.072362169533162,10.64700302840061,1.5001529928739956,0.0,5.413309286975526,202.89448678132646,27224.615066057315,1.0,15124.78614780962,1.0,3024.957229561923,1.0
,2017-05,6918128.124381744,15643.35763153638,2289.0,381.5,509.5217391304348,5.117006933545762,13.989830061009805,1.5944337349002138,0.0,6.834144880531403,204.6802773418305,28158.043736765485,1.0,15643.35763153638,1.0,3128.6715263072756,1.0
,2017-06,7227985.350184124,16034.508817631191,1497.0,249.5,512.7567567567568,5.211863327116752,16.969734983827916,1.7169200101537478,0.0,10.711094734556573,208.47453308467007,28862.11587173614,1.0,16034.508817631191,1.0,3206.901763526237,1.0
,2017-07,7084276.034191116,15862.92290029618,864.0,144.0,510.85483870967744,5.175287152139904,18.9667637360451,1.8045450383844102,0.0,18.359864467935395,207.01148608559618,28553.261220533124,1.0,15862.92290029618,1.0,3172.5845800592347,1.0
,2017-01,1029198.3626930934,5516.74809002861,5251.0,875.1666666666666,1924.5898876404494,0.4777423080675257,1.263582925884958,0.6931408427716462,0.0,1.0506090439970692,19.10969232270103,9930.1465620515,1.0,5516.74809002861,1.0,1103.3496180057218,1.0
,2017-02,1780604.0233545138,7177.05735349799,4531.0,755.1666666666666,1962.9832402234638,0.6093664994545888,2.4048843549558274,0.8866485689811289,0.0,1.5839897050315583,24.374659978183555,12918.703236296384,1.0,7177.05735349799,1.0,1435.4114706995977,1.0
,2017-03,2259627.182570246,8226.464855451519,4073.0,678.8333333333334,2007.2166666666667,0.6830739793454882,3.3122961153911965,1.0217545315731928,0.0,2.019755672833665,27.32295917381953,14807.636739812735,1.0,8226.464855451519,1.0,1645.2929710903036,1.0
,2017-04,2892673.8983146013,9862.025166258649,2949.0,491.5,2043.3867403314916,0.8043855960308625,4.943200036203295,1.2614017808854385,0.0,3.3441930031395892,32.175423841234505,17751.64529926557,1.0,9862.025166258649,1.0,1972.4050332517295,1.0
,2017-05,3180928.516350551,10531.44142769245,2312.0,385.3333333333333,2063.032967032967,0.8508057146915643,6.162692387534515,1.4090727888341232,0.0,4.555121724780472,34.032228587662566,18956.594569846413,1.0,10531.44142769245,1.0,2106.2882855384896,1.0
,2017-06,3244660.5376985613,10682.22273555052,1752.0,292.0,2059.5956284153003,0.8644271872410917,6.892477646373386,1.5143452631230758,0.0,6.097159095633859,34.57708748964367,19228.000923990934,1.0,10682.22273555052,1.0,2136.4445471101035,1.0
,2017-07,3016826.187773745,10197.04485852131,1530.0,255.0,2048.8097826086955,0.8295096454763508,6.9846371067289335,1.5276099949505235,0.0,6.6647352016479156,33.180385819054024,18354.68074533836,1.0,10197.04485852131,1.0,2039.4089717042614,1.0
,2017-01,52018129.85484547,40494.4481548023,51163.0,8527.166666666666,3373.275280898876,2.000748272957025,0.768601199733252,1.2633767541021388,0.0,0.7914791578836718,80.02993091828102,8098.889630960462,0.0,40494.4481548023,0.0,72890.00667864415,0.0
,2017-02,50740765.04273715,38827.94662738996,49471.0,8245.166666666666,3418.7206703910615,1.8929082138664703,0.7383571878076548,1.2050640475001269,0.0,0.7848627807683282,75.71632855465883,7765.589325477992,0.0,38827.94662738996,0.0,69890.30392930192,0.0
,2017-03,47870406.654447585,35112.181741387016,44988.0,7498.0,3533.9166666666665,1.6559615979148263,0.6700928172622261,1.088056957177977,0.0,0.7804788330529701,66.23846391659308,7022.436348277404,0.0,35112.181741387016,0.0,63201.92713449664,0.0
,2017-04,38217456.89260977,27690.16874137099,36849.0,6141.5,3641.988950276243,1.2671724671794473,0.5596483692421557,0.8937743461579478,0.0,0.7514496659711523,50.68689868717788,5538.033748274198,0.0,27690.16874137099,0.0,49842.30373446778,0.0
,2017-05,27760128.87173682,20677.782690408374,29082.0,4847.0,3693.1098901098903,0.9331693931711076,0.5041621295101851,0.7699751589418534,0.0,0.7110165287947312,37.326775726844296,4135.556538081674,0.0,20677.782690408374,0.0,37220.00884273507,0.0
,2017-06,8181917.289988165,10396.17039458282,18686.0,3114.3333333333335,3678.8360655737706,0.4709900182773062,0.4064367614009687,0.5658342014824894,0.0,0.5563614681891694,18.839600731092247,2079.234078916564,0.0,10396.17039458282,0.0,18713.106710249074,0.0
,2017-07,631755.6180338628,4016.3709475091096,12264.0,2044.0,3678.858695652174,0.18195728982722376,0.3031379998828805,0.372011390929107,0.0,0.3274927387075269,7.278291593088949,803.274189501822,0.0,4016.3709475091096,0.0,7229.467705516398,0.0
,2017-01,1428989.2792668864,6648.226624801329,6162.0,1027.0,583.0449438202247,1.900432861213307,1.696567202729436,0.7634370904526766,0.0,1.078907274391647,76.01731444853229,11966.807924642395,1.0,6648.226624801329,1.0,1329.6453249602655,1.0
,2017-02,1141203.6756227908,6126.7959282478,6072.0,1012.0,592.8826815642458,1.7223182367443042,1.6440963431694708,0.7584922564496549,0.0,1.0090243623596509,68.89272946977218,11028.23267084604,1.0,6126.7959282478,1.0,1225.3591856495595,1.0
,2017-03,1297267.7374578798,6610.40481976737,4752.0,792.0,614.5055555555556,1.7928790499409741,2.2738060441378285,0.9233508563109014,0.0,1.3910784553382514,71.71516199763896,11898.728675581266,1.0,6610.40481976737,1.0,1322.0809639534737,1.0
,2017-04,1521365.4527717826,7351.9295203084,3224.0,537.3333333333334,645.3425414364641,1.898715035879443,3.4735590424399643,1.1411829234947544,0.0,2.2803751613859804,75.94860143517772,13233.47313655512,1.0,7351.9295203084,1.0,1470.3859040616796,1.0
,2017-05,1767649.2620657024,7876.97833928875,2400.0,400.0,673.8846153846154,1.9481520919801716,5.5165744045506075,1.3059245851561803,0.0,3.282074308036979,77.92608367920687,14178.561010719752,1.0,7876.97833928875,1.0,1575.3956678577497,1.0
,2017-06,2225988.073664323,8827.82580345092,1609.0,268.1666666666667,679.9289617486339,2.1639088542298137,7.21051738715497,1.4769443887354188,0.0,5.486529399285842,86.55635416919256,15890.086446211657,1.0,8827.82580345092,1.0,1765.5651606901836,1.0
,2017-07,2708864.1429705396,9648.730107109619,1247.0,207.83333333333334,679.8423913043479,2.3654330843255043,8.861761156972642,1.578175077640009,0.0,7.737554215805629,94.61732337302017,17367.714192797317,1.0,9648.730107109619,1.0,1929.7460214219236,1.0
,2017-01,1361834.5577813222,6218.63247068434,7347.0,1224.5,1723.2134831460673,0.6014569612244633,1.1658135364789048,0.6245928950829858,0.0,0.8464179216937988,24.058278448978534,11193.538447231811,1.0,6218.63247068434,1.0,1243.7264941368676,1.0
,2017-02,1870910.852147594,7175.8789235114,6623.0,1103.8333333333333,1739.3072625698323,0.6876184825550427,2.0645687156995325,0.763047951474669,0.0,1.083478623510705,27.50473930220171,12916.58206232052,1.0,7175.8789235114,1.0,1435.1757847022795,1.0
,2017-03,2255955.0831380184,8210.199707004811,5452.0,908.6666666666666,1758.6722222222222,0.7780680223089526,2.861845000141899,0.9476603067262356,0.0,1.5059060357675735,31.1227208923581,14778.359472608658,1.0,8210.199707004811,1.0,1642.0399414009614,1.0
,2017-04,2811079.9514540867,9743.248678388369,3753.0,625.5,1759.7127071823204,0.922806758798468,4.347595416294419,1.1950022712114974,0.0,2.596122749370735,36.91227035193872,17537.847621099067,1.0,9743.248678388369,1.0,1948.6497356776736,1.0
,2017-05,3173569.305725768,10628.75939667685,2625.0,437.5,1750.8351648351647,1.0117799408106583,5.37981760764399,1.3782262425578196,0.0,4.0490511987340385,40.47119763242632,19131.76691401833,1.0,10628.75939667685,1.0,2125.7518793353693,1.0
,2017-06,3131266.3529530875,10541.9121453238,2007.0,334.5,1742.863387978142,1.0081027403944764,5.8370991949025965,1.4585897734069206,0.0,5.252572070415446,40.32410961577906,18975.441861582844,1.0,10541.9121453238,1.0,2108.3824290647594,1.0
,2017-07,2797890.398760811,9906.83781995526,1995.0,332.5,1734.891304347826,0.9517251210616335,5.665905730683541,1.426910713248559,0.0,4.96583349371191,38.06900484246535,17832.308075919467,1.0,9906.83781995526,1.0,1981.3675639910514,1.0
,2017-01,2909821.344299002,8905.74351785342,22088.0,3681.3333333333335,10055.58988764045,0.14760850461227323,0.46444164989425,0.44482666748897853,0.0,0.4031937485446134,5.90434018449093,5721.670629753564,0.3333333333333333,8905.74351785342,0.3333333333333333,12089.816405953276,0.3333333333333333
,2017-02,4143129.1696587517,10718.678630769798,18988.0,3164.6666666666665,10274.061452513966,0.1738792829611221,1.1849940065445306,0.617914450385174,0.0,0.5644975053070254,6.955171318444886,10799.9611983342,0.5,10718.678630769798,0.5,10637.396063205399,0.5
,2017-03,4895893.368564747,11635.10906222064,15110.0,2518.3333333333335,10919.638888888889,0.17758690222591772,1.985623203079369,0.7619266120504545,0.0,0.7700270722846221,7.10347608903671,15659.15480170248,0.6666666666666666,11635.10906222064,0.6666666666666666,7611.063322738801,0.6666666666666666
,2017-04,4520062.436222432,11183.95897696047,10192.0,1698.6666666666667,11740.132596685084,0.1587710485785363,2.623961620354477,0.8786648607983146,0.0,1.0973272151648812,6.350841943141452,19206.648480862274,0.8333333333333334,11183.95897696047,0.8333333333333334,3161.2694730586695,0.8333333333333334
,2017-05,5457891.453672684,13047.64056706392,7183.0,1197.1666666666667,12347.241758241758,0.1761208538518957,3.187657124580999,1.063386422568404,0.0,1.8164611676268856,7.044834154075826,23485.75302071506,1.0,13047.64056706392,1.0,2609.528113412783,1.0
,2017-06,6395459.023231696,15046.58915621938,4800.0,800.0,12513.387978142076,0.2004065456733514,3.7086493489658197,1.249466088037248,0.0,3.1347060742123705,8.016261826934056,27083.860481194886,1.0,15046.58915621938,1.0,3009.317831243875,1.0
,2017-07,6200282.321993743,14738.61342350534,4218.0,703.0,12483.635869565218,0.19677244644510575,3.773329869413343,1.271432999975027,0.0,3.4942184503331766,7.8708978578042315,26529.50416230961,1.0,14738.61342350534,1.0,2947.722684701067,1.0
,2017-01,2206225.026066962,8154.328792742511,6557.0,1092.8333333333333,557.3876404494382,2.438257866095797,2.8996715133511315,0.8902580218037158,0.0,1.2436066482755088,97.53031464383186,14677.791826936518,1.0,8154.328792742511,1.0,1630.8657585485016,1.0
,2017-02,2621874.218369078,9051.68903307862,5139.0,856.5,554.5027932960894,2.7206622889650207,4.44033894305762,1.0916810814482696,0.0,1.7613716740763998,108.82649155860086,16293.040259541516,1.0,9051.68903307862,1.0,1810.3378066157236,1.0
,2017-03,2896701.724852726,10011.95838258728,3285.0,547.5,553.4388888888889,3.015074950336968,5.233982795560164,1.3016963796912824,0.0,3.0477803295547274,120.60299801347873,18021.525088657105,1.0,10011.95838258728,1.0,2002.3916765174556,1.0
,2017-04,2994024.728477378,10252.66478001261,1866.0,311.0,555.3204419889503,3.077101677033953,6.715806404193337,1.4909820261694329,0.0,5.494461296898505,123.08406708135813,18454.7966040227,1.0,10252.66478001261,1.0,2050.5329560025216,1.0
,2017-05,2593070.6461256207,9498.29392535025,1475.0,245.83333333333334,560.0,2.826873192068527,7.191131471986715,1.5341914980876397,0.0,6.439521305322203,113.07492768274106,17096.92906563045,1.0,9498.29392535025,1.0,1899.6587850700498,1.0
,2017-06,2307087.716084016,8927.83104288132,1218.0,203.0,561.1912568306011,2.6514522854182188,7.573044565208254,1.5652693533547761,0.0,7.329910544237537,106.05809141672879,16070.095877186377,1.0,8927.83104288132,1.0,1785.5662085762638,1.0
,2017-07,2213300.827658637,8780.34622469932,1170.0,195.0,559.5652173913044,2.6152287382554307,7.816670100553555,1.572870976881373,0.0,7.504569422819932,104.60914953021724,15804.623204458776,1.0,8780.34622469932,1.0,1756.069244939864,1.0
,2017-01,4035327.042433553,11945.87399082594,2641.0,440.1666666666667,1137.9325842696628,1.7496458278754898,5.506020413508288,1.3962245876016406,0.0,4.523238921176047,69.9858331150196,21502.573183486693,1.0,11945.87399082594,1.0,2389.1747981651874,1.0
,2017-02,4168859.8576887026,12117.94121439359,2934.0,489.0,1166.7765363128492,1.7309714467244526,4.309321991443406,1.3487306974218167,0.0,4.1301776463509166,69.23885786897812,21812.294185908464,1.0,12117.94121439359,1.0,2423.5882428787177,1.0
,2017-03,4435039.931632781,12538.178900472281,3197.0,532.8333333333334,1209.2166666666667,1.7281406558615469,4.012627677296701,1.3208046771612356,0.0,3.921857647942534,69.12562623446186,22568.722020850106,1.0,12538.178900472281,1.0,2507.635780094455,1.0
,2017-04,4487373.226199737,12633.19672426987,2902.0,483.6666666666667,1265.0994475138123,1.664321956282669,4.428266596696695,1.3729573672091713,0.0,4.353272475627109,66.57287825130676,22739.75410368577,1.0,12633.19672426987,1.0,2526.6393448539734,1.0
,2017-05,4347957.396311504,12409.653995144432,2855.0,475.8333333333333,1300.89010989011,1.5898926820437729,4.424066050252165,1.3725639328179071,0.0,4.346638877458645,63.595707281750904,22337.377191259973,1.0,12409.653995144432,1.0,2481.9307990288858,1.0
,2017-06,4304238.923035878,12346.17338859802,2687.0,447.8333333333333,1317.2896174863388,1.5620677013251236,4.66034520021352,1.3957164299454392,0.0,4.594779824561972,62.482708053004956,22223.112099476435,1.0,12346.17338859802,1.0,2469.2346777196035,1.0
,2017-07,4040674.2639540695,11977.35665821,2472.0,412.0,1323.1521739130435,1.5086897403479282,4.993289806984296,1.4197482127617531,0.0,4.8452090041302585,60.347589613917144,21559.241984778004,1.0,11977.35665821,1.0,2395.4713316419993,1.0
,2017-01,1761894.0172433702,7668.155847581971,3029.0,504.8333333333333,2285.561797752809,0.5591736683092818,3.125586058262853,1.1063438534196908,0.0,2.531580009105966,22.366946732371275,13802.680525647545,1.0,7668.155847581971,1.0,1533.6311695163936,1.0
,2017-02,2404553.807942292,8839.30376530174,2689.0,448.1666666666667,2330.731843575419,0.6320835656310393,5.153589092455408,1.2265522685189356,0.0,3.2872085404617852,25.283342625241577,15910.74677754313,1.0,8839.30376530174,1.0,1767.8607530603476,1.0
,2017-03,2988458.6881501186,9977.380599842301,2288.0,381.3333333333333,2422.7055555555557,0.6863800525933335,6.73864195454511,1.3588060392902186,0.0,4.360743269161845,27.45520210373334,17959.28507971614,1.0,9977.380599842301,1.0,1995.4761199684597,1.0
,2017-04,3566116.4193719854,11090.577992876759,1950.0,325.0,2523.8453038674033,0.7323862768637311,8.040934018938762,1.4771557929383323,0.0,5.6874758937829535,29.295451074549252,19963.040387178167,1.0,11090.577992876759,1.0,2218.1155985753517,1.0
,2017-05,3791232.951878384,11550.538331695261,1725.0,287.5,2591.945054945055,0.7427201121707493,8.606010329826022,1.5434273945360146,0.0,6.695964250258123,29.708804486829976,20790.96899705147,1.0,11550.538331695261,1.0,2310.107666339052,1.0
,2017-06,3746047.6495296545,11449.09606630245,1487.0,247.83333333333334,2592.2677595628415,0.7361055472289907,8.784047616131923,1.5756867460087305,0.0,7.6994593586432085,29.444221889159625,20608.372919344412,1.0,11449.09606630245,1.0,2289.81921326049,1.0
,2017-07,3246423.779870527,10461.8808369203,1813.0,302.1666666666667,2580.6141304347825,0.6756712619641485,7.656040211419184,1.4645182009430016,0.0,5.770480329244512,27.02685047856594,18831.38550645654,1.0,10461.8808369203,1.0,2092.3761673840595,1.0
,2017-01,1492580.0876582165,6185.74761552097,5284.0,880.6666666666666,2595.1404494382023,0.39726479395107267,1.6750737330199075,0.7424845371470704,0.0,1.170656248206088,15.890591758042907,11134.345707937748,1.0,6185.74761552097,1.0,1237.1495231041938,1.0
,2017-02,1223699.8881110365,5563.23468268846,5486.0,914.3333333333334,2667.7486033519554,0.34756115298235646,1.3459505151648485,0.6729299910944427,0.0,1.0140785057762414,13.90244611929426,10013.822428839227,1.0,5563.23468268846,1.0,1112.6469365376918,1.0
