Model,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,num_masked_target_values,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
.,4665925.761093539,1744604.3391445428,809318.0,837.8033126293997,2175.7360113357317,3.0148642249262076,15.1283711173394,1.3564877985200743,120.59456899704831,0.0,2691663.826144346,0.9316770186335404,1744604.3391445428,0.9316770186335404,797544.85214474,0.9316770186335404,2160.0754063443105,2.578260760947617,2.1556475194479088,3.325842037548091,2.1556475194479088,0.9854530013477274,1744604.3391445428,2.1556475194479088,0.4316770186335403,
